data,latitude,longitude,temperatura_c,precipitacao_mm,umidade_pct,radiacao_mj_m2,vento_kmh,std_temperatura_c,std_precipitacao_mm,std_umidade_pct,std_radiacao_mj_m2,std_vento_kmh
2026-08-30,-23.7,-46.5,18.886,1.17,79.714,15.676,12.067,2.078,2.009,5.031,3.267,3.233
2026-08-30,-23.7,-46.4,18.304,1.001,81.182,16.558,13.624,1.899,1.685,4.253,2.507,2.965
2026-08-30,-23.6,-46.8,20.15,1.253,72.168,16.413,12.777,2.174,2.677,8.117,4.062,3.701
2026-08-30,-23.6,-46.4,18.356,1.143,81.322,16.428,13.415,1.938,1.885,4.188,2.442,3.037
2026-08-30,-23.6,-46.3,18.276,1.019,81.438,16.798,14.32,1.789,1.802,4.224,2.279,2.813
2026-08-30,-23.5,-46.8,19.868,1.608,73.156,16.026,12.99,2.265,3.183,8.686,4.189,3.661
2026-08-30,-23.5,-46.7,19.548,2.173,74.844,15.426,13.042,2.344,3.896,9.067,4.301,3.428
2026-08-30,-23.5,-46.6,19.736,1.95,74.158,15.74,13.047,2.349,3.711,9.116,4.301,3.743
2026-08-30,-23.5,-46.4,20.014,1.384,72.677,16.297,12.8,2.173,2.9,8.46,4.065,3.702
2026-08-30,-23.5,-46.3,20.01,1.465,72.752,16.314,12.816,2.193,2.97,8.605,4.093,3.685
2026-08-30,-23.4,-46.8,19.677,1.831,73.982,15.681,13.468,2.327,3.337,9.179,4.23,3.939
2026-08-30,-23.4,-46.7,19.696,1.918,74.147,15.715,12.981,2.291,3.673,8.864,4.253,3.609
2026-08-30,-23.4,-46.6,19.599,2.055,74.679,15.564,12.989,2.333,3.748,8.995,4.27,3.443
2026-08-30,-23.4,-46.5,19.952,1.318,71.818,16.314,13.456,2.082,2.809,8.646,4.006,3.912
2026-08-30,-23.4,-46.4,19.96,1.478,72.721,16.17,12.903,2.174,2.997,8.777,4.109,3.73
2026-08-31,-23.8,-46.8,18.421,2.066,77.253,15.71,13.038,2.547,3.243,8.554,4.249,2.465
2026-08-31,-23.8,-46.7,18.781,1.451,79.825,15.083,12.551,2.079,2.379,5.3,3.809,3.52
2026-08-31,-23.8,-46.6,18.693,1.545,80.049,14.858,12.662,2.002,2.432,5.305,3.91,3.585
2026-08-31,-23.8,-46.5,18.942,1.205,78.647,15.606,12.69,2.058,2.368,5.894,3.365,3.367
2026-08-31,-23.7,-46.8,20.007,1.313,72.446,16.306,13.033,2.125,2.769,8.558,3.94,3.831
2026-08-31,-23.7,-46.5,18.893,1.519,78.827,15.329,12.653,2.138,2.894,6.109,3.707,3.17
2026-08-31,-23.7,-46.4,18.677,1.472,80.121,14.922,12.768,2.047,2.366,5.259,3.872,3.612
2026-08-31,-23.6,-46.8,19.992,1.123,70.354,16.508,13.829,2.207,2.625,9.282,4.008,3.927
2026-08-31,-23.6,-46.4,18.847,1.457,79.771,15.264,12.29,2.061,2.4,5.387,3.782,3.369
2026-08-31,-23.6,-46.3,18.742,1.705,79.937,14.757,12.467,2.014,2.591,5.467,3.927,3.511
2026-08-31,-23.5,-46.8,20.037,1.166,71.521,16.457,13.334,2.05,2.57,8.196,3.964,3.82
2026-08-31,-23.5,-46.7,20.076,1.329,72.095,16.357,12.829,2.073,2.816,8.273,4.009,3.849
2026-08-31,-23.5,-46.6,20.134,1.252,71.608,16.483,13.005,2.097,2.785,8.367,3.99,4.013
2026-08-31,-23.5,-46.4,20.074,1.157,71.344,16.557,13.374,2.158,2.618,8.791,3.954,3.895
2026-08-31,-23.5,-46.3,19.997,1.427,71.742,16.33,13.396,2.096,3.169,8.806,4.043,3.853
2026-08-31,-23.4,-46.8,19.83,1.596,72.994,15.867,13.487,2.264,3.061,9.348,4.058,4.288
2026-08-31,-23.4,-46.7,20.067,1.337,71.792,16.422,13.114,2.084,2.833,8.472,4.02,4.015
2026-08-31,-23.4,-46.6,20.054,1.472,72.272,16.309,12.823,2.103,3.234,8.519,4.081,3.85
2026-08-31,-23.4,-46.5,19.971,1.164,70.449,16.688,13.793,2.189,2.809,9.431,3.953,3.86
2026-08-31,-23.4,-46.4,19.934,1.336,71.869,16.27,13.506,2.118,2.832,8.965,4.146,3.899
2026-09-01,-23.8,-46.8,18.626,1.582,75.896,16.153,12.859,2.561,2.83,8.396,4.073,2.341
2026-09-01,-23.8,-46.7,18.846,1.206,78.744,15.575,12.841,2.111,2.351,5.833,3.501,3.254
2026-09-01,-23.8,-46.6,18.842,1.161,78.73,15.454,13.204,2.108,2.32,5.938,3.324,3.281
2026-09-01,-23.8,-46.5,19.189,1.263,77.19,16.081,12.491,2.08,2.345,6.756,3.486,3.122
2026-09-01,-23.7,-46.8,19.99,1.238,70.445,16.65,13.669,2.204,3.081,9.484,3.978,3.861
2026-09-01,-23.7,-46.5,18.845,2.151,78.249,15.446,12.433,2.213,3.908,7.266,4.02,2.733
2026-09-01,-23.7,-46.4,18.768,1.147,78.903,15.531,13.179,2.13,2.322,5.945,3.357,3.238
2026-09-01,-23.6,-46.8,20.282,0.877,68.45,16.961,13.943,2.221,2.463,9.345,3.978,4.084
2026-09-01,-23.6,-46.4,19.007,1.084,78.106,15.86,12.542,2.03,2.253,5.823,3.273,3.21
2026-09-01,-23.6,-46.3,19.017,1.06,77.976,15.744,12.949,2.04,2.225,5.733,3.215,3.236
2026-09-01,-23.5,-46.8,20.033,0.959,69.984,16.801,13.675,2.211,2.394,9.095,3.849,3.878
2026-09-01,-23.5,-46.7,19.944,1.22,70.494,16.508,13.729,2.168,2.757,9.289,4.103,3.881
2026-09-01,-23.5,-46.6,19.953,1.228,70.492,16.536,13.702,2.185,2.801,9.417,4.111,3.897
2026-09-01,-23.5,-46.4,20.132,0.98,69.325,16.78,13.978,2.246,2.515,9.446,4.047,4.008
2026-09-01,-23.5,-46.3,20.146,1.07,69.818,16.756,13.606,2.196,2.573,9.132,3.891,3.918
2026-09-01,-23.4,-46.8,19.916,1.284,71.937,16.283,13.495,2.121,2.681,8.669,4.091,3.842
2026-09-01,-23.4,-46.7,19.949,1.201,70.421,16.576,13.765,2.17,2.745,9.253,4.116,3.863
2026-09-01,-23.4,-46.6,19.982,1.204,70.425,16.558,13.67,2.153,2.779,9.252,4.076,3.915
2026-09-01,-23.4,-46.5,20.208,0.975,68.596,16.804,14.132,2.2,2.641,9.528,4.016,4.14
2026-09-01,-23.4,-46.4,20.156,1.088,69.751,16.799,13.648,2.172,2.736,9.197,3.905,3.962
2026-09-02,-23.8,-46.8,19.273,1.283,73.94,16.7,12.542,2.461,2.489,8.197,3.894,2.651
2026-09-02,-23.8,-46.7,18.986,1.968,77.532,15.539,12.625,2.227,3.794,7.486,4.029,3.107
2026-09-02,-23.8,-46.6,19.172,1.24,77.009,16.168,12.538,2.141,2.34,6.773,3.525,3.203
2026-09-02,-23.8,-46.5,19.895,1.051,72.602,17.086,12.63,2.274,2.333,8.318,3.604,3.211
2026-09-02,-23.7,-46.8,20.314,0.849,68.291,17.035,14.006,2.127,2.363,9.327,3.872,4.092
2026-09-02,-23.7,-46.5,19.305,1.424,74.348,16.686,12.772,2.407,2.77,8.244,3.831,2.712
2026-09-02,-23.7,-46.4,19.131,1.251,77.236,16.145,12.625,2.123,2.348,6.727,3.485,3.214
2026-09-02,-23.6,-46.8,20.406,0.753,66.79,17.191,14.269,2.214,2.286,9.905,3.898,3.726
2026-09-02,-23.6,-46.4,19.781,1.27,73.075,16.789,12.516,2.157,2.673,7.895,3.939,2.825
2026-09-02,-23.6,-46.3,19.776,1.211,72.98,16.957,12.558,2.178,2.654,7.798,3.791,2.812
2026-09-02,-23.5,-46.8,20.349,0.798,68.004,17.135,13.804,2.168,2.296,9.137,3.846,3.833
2026-09-02,-23.5,-46.7,20.296,0.833,68.217,17.137,13.927,2.138,2.338,9.089,3.945,4.073
2026-09-02,-23.5,-46.6,20.3,0.869,68.216,17.139,13.838,2.135,2.45,9.102,3.929,3.932
2026-09-02,-23.5,-46.4,20.299,0.846,67.542,17.104,14.089,2.17,2.476,9.56,3.945,3.82
2026-09-02,-23.5,-46.3,20.298,0.94,68.212,17.059,13.876,2.171,2.527,9.42,4.003,3.829
2026-09-02,-23.4,-46.8,19.979,1.094,70.133,16.798,13.804,2.136,2.582,9.134,3.982,3.861
2026-09-02,-23.4,-46.7,20.31,0.836,68.086,17.173,13.959,2.121,2.34,9.087,3.918,4.009
2026-09-02,-23.4,-46.6,20.301,0.857,68.24,17.085,13.954,2.134,2.448,9.055,3.95,4.102
2026-09-02,-23.4,-46.5,20.264,0.841,67.514,16.966,14.261,2.15,2.465,9.855,3.828,3.789
2026-09-02,-23.4,-46.4,20.253,0.928,68.354,16.963,13.941,2.147,2.509,9.421,3.947,3.86
2026-09-03,-23.8,-46.8,20.185,1.071,71.167,16.993,12.796,2.058,2.436,8.358,3.843,3.569
2026-09-03,-23.8,-46.7,19.609,1.302,73.549,16.831,12.717,2.33,2.732,8.537,3.914,3.181
2026-09-03,-23.8,-46.6,19.949,1.033,72.232,17.192,12.57,2.285,2.306,8.335,3.688,3.426
2026-09-03,-23.8,-46.5,20.312,1.091,70.377,17.034,13.368,2.047,2.775,8.796,3.825,4.107
2026-09-03,-23.7,-46.8,20.394,0.787,66.906,17.081,14.318,2.175,2.334,10.185,3.96,3.773
2026-09-03,-23.7,-46.5,20.206,1.034,71.062,17.133,12.858,2.014,2.406,8.382,3.827,3.627
2026-09-03,-23.7,-46.4,19.867,1.004,72.365,17.145,12.932,2.158,2.273,8.073,3.535,3.65
2026-09-03,-23.6,-46.8,20.378,1.23,67.293,16.79,14.528,2.346,3.13,10.149,4.142,4.162
2026-09-03,-23.6,-46.4,20.404,0.846,69.421,17.378,12.855,1.938,2.169,8.208,3.89,3.641
2026-09-03,-23.6,-46.3,20.425,0.873,69.51,17.382,12.934,1.929,2.19,8.119,3.873,3.646
2026-09-03,-23.5,-46.8,20.404,1.07,67.167,16.793,14.578,2.197,2.841,9.795,4.085,4.16
2026-09-03,-23.5,-46.7,20.502,0.785,66.311,17.124,14.586,2.139,2.337,9.869,3.972,4.233
2026-09-03,-23.5,-46.6,20.469,0.924,66.516,16.981,14.615,2.157,2.593,10.038,4.004,4.19
2026-09-03,-23.5,-46.4,20.25,1.112,67.703,16.883,14.354,2.225,2.955,9.952,4.082,3.841
2026-09-03,-23.5,-46.3,20.297,0.999,67.291,16.968,14.338,2.208,2.65,10.27,4.003,3.722
2026-09-03,-23.4,-46.8,20.029,1.035,68.743,16.757,14.294,2.117,2.598,9.989,3.991,4.004
2026-09-03,-23.4,-46.7,20.469,0.841,66.37,17.065,14.602,2.127,2.432,9.937,3.978,4.227
2026-09-03,-23.4,-46.6,20.378,0.838,66.817,17.138,14.252,2.16,2.464,9.933,3.974,3.82
2026-09-03,-23.4,-46.5,19.916,1.275,68.941,16.817,14.233,2.29,3.109,10.036,4.209,3.581
2026-09-03,-23.4,-46.4,20.279,0.973,67.285,16.951,14.365,2.199,2.633,10.262,4.011,3.751
2026-09-04,-23.8,-46.8,20.253,0.993,68.575,16.883,14.074,2.201,2.809,9.82,3.978,4.24
2026-09-04,-23.8,-46.7,20.264,0.909,69.964,17.027,13.738,1.989,2.249,8.605,3.814,4.905
2026-09-04,-23.8,-46.6,20.443,0.984,68.573,17.273,13.972,2.118,2.755,9.211,3.763,4.299
2026-09-04,-23.8,-46.5,20.346,1.006,68.191,16.914,14.157,2.131,2.561,10.093,4.048,4.139
2026-09-04,-23.7,-46.8,20.26,1.138,67.968,16.971,14.219,2.285,2.971,10.035,4.1,3.737
2026-09-04,-23.7,-46.5,20.426,1.073,68.301,17.096,14.281,2.127,2.91,9.827,4.063,4.383
2026-09-04,-23.7,-46.4,20.328,0.992,68.881,17.15,14.249,2.074,2.757,9.278,3.615,4.459
2026-09-04,-23.6,-46.8,19.958,1.646,69.287,16.243,14.573,2.354,3.767,10.49,4.123,3.93
2026-09-04,-23.6,-46.4,20.493,0.839,66.862,17.375,14.346,2.071,2.706,9.298,3.978,4.145
2026-09-04,-23.6,-46.3,20.548,0.961,66.873,17.41,13.815,2.051,2.764,9.607,3.993,4.164
2026-09-04,-23.5,-46.8,20.145,1.443,68.486,16.56,14.45,2.389,3.615,10.2,4.132,4.056
2026-09-04,-23.5,-46.7,20.292,1.35,67.664,16.656,14.325,2.394,3.257,10.505,4.268,3.766
2026-09-04,-23.5,-46.6,20.158,1.388,68.419,16.627,14.459,2.396,3.337,10.164,4.253,3.971
2026-09-04,-23.5,-46.4,20.0,1.39,69.101,16.5,14.575,2.314,3.514,9.847,4.066,4.135
2026-09-04,-23.5,-46.3,20.148,1.391,68.269,16.802,14.407,2.359,3.603,10.287,4.109,3.911
2026-09-04,-23.4,-46.8,19.933,1.239,68.967,16.401,14.521,2.219,3.043,10.145,4.057,4.03
2026-09-04,-23.4,-46.7,20.216,1.281,67.848,16.865,14.052,2.39,3.169,10.357,4.162,3.457
2026-09-04,-23.4,-46.6,20.321,1.197,67.309,16.893,14.446,2.316,3.12,9.991,4.146,4.129
2026-09-04,-23.4,-46.5,19.702,1.56,70.077,16.273,14.459,2.234,3.698,10.075,4.09,3.833
2026-09-04,-23.4,-46.4,20.122,1.214,68.24,16.834,14.336,2.349,3.095,9.98,4.15,3.814
2026-09-05,-23.8,-46.8,19.977,1.131,69.276,16.742,14.441,2.257,2.872,9.709,4.33,3.934
2026-09-05,-23.8,-46.7,20.131,0.925,68.793,17.089,14.098,2.148,2.429,9.617,4.178,3.804
2026-09-05,-23.8,-46.6,20.228,0.994,68.129,16.916,14.885,2.186,2.672,10.209,4.185,4.338
2026-09-05,-23.8,-46.5,19.905,1.323,69.733,16.698,14.699,2.236,3.447,9.772,4.303,3.981
2026-09-05,-23.7,-46.8,19.704,1.588,70.416,16.299,14.769,2.226,3.607,9.857,4.361,3.906
2026-09-05,-23.7,-46.5,19.951,1.137,69.468,16.969,14.329,2.261,2.937,9.813,4.336,3.583
2026-09-05,-23.7,-46.4,20.128,0.992,68.362,16.953,14.97,2.194,2.689,10.272,4.22,4.342
2026-09-05,-23.6,-46.8,19.595,1.661,71.097,15.689,15.05,2.245,3.683,9.266,3.957,4.29
2026-09-05,-23.6,-46.4,19.968,1.138,68.923,16.896,14.705,2.228,3.056,9.249,4.394,3.987
2026-09-05,-23.6,-46.3,20.062,1.157,68.095,16.914,14.309,2.256,2.995,10.148,4.344,3.762
2026-09-05,-23.5,-46.8,19.626,1.637,70.649,16.206,14.652,2.246,3.685,9.523,4.271,3.973
2026-09-05,-23.5,-46.7,19.653,1.573,70.291,16.364,14.67,2.289,3.708,9.609,4.391,3.931
2026-09-05,-23.5,-46.6,19.622,1.592,70.629,16.245,14.796,2.333,3.73,9.693,4.287,4.008
2026-09-05,-23.5,-46.4,19.457,1.735,71.405,15.625,15.025,2.31,3.807,9.807,4.08,4.168
2026-09-05,-23.5,-46.3,19.495,1.686,71.052,15.827,14.88,2.36,3.838,9.716,4.152,3.961
2026-09-05,-23.4,-46.8,19.64,1.508,70.516,16.254,14.561,2.271,3.324,9.557,4.315,3.968
2026-09-05,-23.4,-46.7,19.681,1.486,70.055,16.544,14.517,2.233,3.631,9.324,4.244,3.817
2026-09-05,-23.4,-46.6,19.668,1.528,70.204,16.48,14.558,2.345,3.715,9.742,4.424,3.742
2026-09-05,-23.4,-46.5,19.419,1.716,71.98,15.736,14.756,2.158,3.72,9.078,4.065,4.166
2026-09-05,-23.4,-46.4,19.512,1.665,70.868,16.213,14.588,2.238,3.819,9.774,4.414,3.757
2026-09-06,-23.8,-46.8,19.504,1.29,71.026,16.031,14.59,2.411,3.384,9.689,4.521,3.858
2026-09-06,-23.8,-46.7,19.576,1.152,70.666,16.241,14.446,2.386,2.84,9.819,4.574,3.673
2026-09-06,-23.8,-46.6,19.158,1.566,72.887,15.455,14.913,2.462,3.672,9.664,4.511,3.683
2026-09-06,-23.8,-46.5,19.331,1.668,72.816,15.39,14.875,2.485,3.681,9.76,4.31,4.061
2026-09-06,-23.7,-46.8,19.065,1.824,73.728,14.809,15.331,2.303,3.712,9.223,4.07,4.18
2026-09-06,-23.7,-46.5,19.461,1.312,71.256,16.029,14.618,2.421,3.439,9.853,4.509,3.854
2026-09-06,-23.7,-46.4,19.069,1.536,73.3,15.289,15.122,2.481,3.532,9.642,4.5,3.837
2026-09-06,-23.6,-46.8,18.908,1.784,74.733,14.666,15.173,2.295,3.652,8.587,4.146,3.972
2026-09-06,-23.6,-46.4,19.286,1.519,72.148,15.372,15.049,2.455,3.656,9.34,4.367,4.003
2026-09-06,-23.6,-46.3,19.314,1.382,71.532,15.547,14.969,2.445,3.499,9.618,4.365,3.967
2026-09-06,-23.5,-46.8,19.062,1.78,74.083,14.843,14.92,2.301,3.633,8.722,4.172,4.048
2026-09-06,-23.5,-46.7,19.102,1.786,73.505,14.905,15.019,2.318,3.7,9.131,4.169,3.974
2026-09-06,-23.5,-46.6,19.022,1.783,74.449,14.742,15.051,2.317,3.699,8.725,4.247,4.01
2026-09-06,-23.5,-46.4,18.862,1.848,74.873,14.611,15.137,2.314,3.694,8.817,4.209,3.989
2026-09-06,-23.5,-46.3,18.901,1.915,74.787,14.618,15.063,2.278,3.796,8.813,4.229,3.998
2026-09-06,-23.4,-46.8,19.151,1.621,73.431,15.411,14.551,2.285,3.49,9.015,4.499,3.861
2026-09-06,-23.4,-46.7,19.209,1.717,72.65,15.163,15.038,2.343,3.68,9.451,4.226,4.273
2026-09-06,-23.4,-46.6,19.14,1.695,72.88,15.224,14.893,2.323,3.694,9.288,4.254,4.082
2026-09-06,-23.4,-46.5,18.947,1.787,74.912,14.966,14.666,2.207,3.416,8.559,4.231,3.588
2026-09-06,-23.4,-46.4,18.991,1.752,73.98,14.86,14.943,2.299,3.69,9.296,4.287,4.139
2026-09-07,-23.8,-46.8,19.613,1.726,72.322,15.779,14.536,2.24,3.891,9.07,4.294,4.073
2026-09-07,-23.8,-46.7,19.631,1.429,71.661,16.016,14.581,2.278,3.315,9.388,4.396,4.406
2026-09-07,-23.8,-46.6,19.502,1.333,73.181,15.837,15.146,2.302,2.851,9.229,4.086,5.0
2026-09-07,-23.8,-46.5,19.513,1.512,73.462,15.47,15.249,2.306,3.005,9.623,4.072,5.177
2026-09-07,-23.7,-46.8,19.19,1.783,74.473,14.834,15.599,2.283,3.039,9.927,4.08,5.23
2026-09-07,-23.7,-46.5,19.518,1.801,72.69,15.73,14.575,2.3,3.976,9.436,4.376,4.065
2026-09-07,-23.7,-46.4,19.191,1.602,74.549,15.228,15.574,2.287,3.041,9.693,4.162,5.024
2026-09-07,-23.6,-46.8,18.702,1.98,76.361,15.184,14.716,2.198,3.013,9.23,4.226,4.254
2026-09-07,-23.6,-46.4,19.381,1.731,73.734,15.329,14.704,2.315,3.634,8.56,4.174,4.064
2026-09-07,-23.6,-46.3,19.405,1.744,73.655,15.462,14.668,2.309,3.644,8.555,4.15,4.048
2026-09-07,-23.5,-46.8,19.309,1.64,74.007,14.932,15.475,2.217,2.732,9.524,4.042,5.323
2026-09-07,-23.5,-46.7,19.392,1.677,73.68,14.939,15.496,2.215,2.96,9.512,4.057,5.261
2026-09-07,-23.5,-46.6,19.195,1.778,74.602,14.947,15.324,2.222,2.914,9.47,4.155,5.157
2026-09-07,-23.5,-46.4,18.624,1.962,76.687,14.99,14.754,2.222,2.929,9.291,4.219,4.249
2026-09-07,-23.5,-46.3,18.835,1.71,75.633,15.358,14.68,2.257,2.642,9.174,4.22,4.428
2026-09-07,-23.4,-46.8,19.33,1.528,73.49,15.287,15.084,2.198,2.87,9.175,4.239,4.919
2026-09-07,-23.4,-46.7,19.316,1.776,74.053,14.8,15.441,2.196,3.224,9.152,4.153,5.003
2026-09-07,-23.4,-46.6,19.267,1.774,74.223,15.018,15.253,2.129,3.214,8.806,4.184,4.852
2026-09-07,-23.4,-46.5,18.751,1.9,76.321,14.996,14.72,2.23,2.746,9.302,4.129,4.422
2026-09-07,-23.4,-46.4,19.199,1.742,74.428,14.969,15.492,2.194,2.982,9.498,4.167,5.242
2026-09-08,-23.8,-46.8,20.047,1.059,69.64,16.281,16.244,2.076,2.497,9.7,3.807,6.02
2026-09-08,-23.8,-46.7,20.181,0.949,69.094,16.681,16.082,2.112,2.44,9.487,3.845,6.04
2026-09-08,-23.8,-46.6,19.92,1.215,70.654,16.032,17.313,2.078,2.668,10.321,3.789,6.515
2026-09-08,-23.8,-46.5,19.881,1.229,70.951,15.942,17.109,2.074,2.574,10.411,3.811,6.487
2026-09-08,-23.7,-46.8,19.498,1.656,72.547,15.333,17.278,2.088,2.98,10.901,3.91,6.312
2026-09-08,-23.7,-46.5,20.097,1.212,69.796,16.096,17.042,2.059,2.701,10.532,3.911,6.683
2026-09-08,-23.7,-46.4,19.709,1.256,71.474,15.703,17.601,2.113,2.536,10.598,3.827,6.632
2026-09-08,-23.6,-46.8,19.095,1.629,74.043,15.521,16.026,2.174,2.76,9.765,4.007,5.677
2026-09-08,-23.6,-46.4,20.125,1.036,69.374,15.832,17.73,1.903,2.427,9.803,3.714,7.055
2026-09-08,-23.6,-46.3,20.201,1.063,69.232,15.866,17.648,1.874,2.445,9.735,3.647,7.1
2026-09-08,-23.5,-46.8,19.668,1.549,71.84,15.402,17.265,2.005,2.912,10.225,3.996,6.466
2026-09-08,-23.5,-46.7,19.721,1.64,71.728,15.435,17.267,2.005,3.062,10.34,3.971,6.428
2026-09-08,-23.5,-46.6,19.601,1.656,72.396,15.465,17.068,1.997,2.962,10.23,3.933,6.478
2026-09-08,-23.5,-46.4,18.907,1.821,74.948,15.315,15.858,2.264,2.675,9.905,4.259,5.641
2026-09-08,-23.5,-46.3,19.163,1.673,74.076,15.414,16.251,2.171,2.67,10.02,4.038,5.859
2026-09-08,-23.4,-46.8,19.634,1.622,72.131,15.336,17.075,2.068,3.039,10.3,3.902,6.29
2026-09-08,-23.4,-46.7,19.646,1.62,72.142,15.413,16.983,1.933,2.958,10.07,3.886,6.409
2026-09-08,-23.4,-46.6,19.64,1.601,72.237,15.413,17.094,1.948,2.893,10.121,3.935,6.404
2026-09-08,-23.4,-46.5,19.107,1.577,74.274,15.663,15.945,2.134,2.514,9.636,3.956,5.622
2026-09-08,-23.4,-46.4,19.565,1.511,72.369,15.461,17.188,1.929,2.643,10.152,3.964,6.343
2026-09-09,-23.8,-46.8,19.586,1.352,71.445,16.096,16.68,2.213,3.223,9.463,3.729,5.311
2026-09-09,-23.8,-46.7,19.673,1.287,70.692,15.989,16.973,2.232,3.294,9.599,3.708,5.364
2026-09-09,-23.8,-46.6,19.218,1.752,73.845,16.017,16.597,2.339,3.508,10.366,4.279,5.012
2026-09-09,-23.8,-46.5,19.13,1.91,74.216,15.845,16.584,2.305,3.88,10.463,4.263,5.068
2026-09-09,-23.7,-46.8,19.319,2.125,73.678,15.083,17.233,2.216,3.593,11.14,4.213,5.901
2026-09-09,-23.7,-46.5,19.363,1.837,72.891,15.472,16.996,2.351,3.66,10.767,4.182,5.257
2026-09-09,-23.7,-46.4,19.049,1.8,74.455,16.134,16.461,2.387,3.347,10.705,4.632,4.895
2026-09-09,-23.6,-46.8,19.554,1.757,71.913,15.278,17.504,2.137,3.313,10.643,4.13,6.534
2026-09-09,-23.6,-46.4,19.265,1.854,72.819,15.919,16.451,2.203,4.087,9.75,4.37,4.949
2026-09-09,-23.6,-46.3,19.279,1.742,72.705,15.774,16.527,2.24,3.724,9.964,4.288,4.898
2026-09-09,-23.5,-46.8,19.458,1.923,72.692,15.887,16.377,2.167,3.62,10.554,4.385,5.266
2026-09-09,-23.5,-46.7,19.392,1.975,73.202,15.732,16.477,2.161,3.71,9.865,4.291,5.26
2026-09-09,-23.5,-46.6,19.37,2.041,73.492,15.671,16.476,2.16,3.701,9.903,4.449,5.253
2026-09-09,-23.5,-46.4,19.006,1.87,74.349,15.325,16.174,2.301,3.071,10.26,4.294,5.894
2026-09-09,-23.5,-46.3,19.543,1.71,72.267,15.33,17.621,2.113,3.047,10.611,4.196,6.505
2026-09-09,-23.4,-46.8,19.382,2.008,73.327,15.688,16.429,2.178,3.657,9.912,4.391,5.259
2026-09-09,-23.4,-46.7,19.325,1.924,73.437,15.767,16.245,2.137,3.621,9.459,4.307,5.098
2026-09-09,-23.4,-46.6,19.315,1.923,73.563,15.811,16.294,2.139,3.62,9.488,4.332,5.087
2026-09-09,-23.4,-46.5,19.485,1.652,72.357,15.387,17.441,2.134,2.995,10.689,4.177,6.407
2026-09-09,-23.4,-46.4,19.332,1.926,73.589,15.71,16.493,2.154,3.475,10.022,4.519,5.238
2026-09-10,-23.8,-46.8,18.738,1.87,75.029,16.298,15.335,2.121,3.773,9.32,4.626,4.243
2026-09-10,-23.8,-46.7,18.9,1.795,74.632,16.38,15.394,2.121,3.717,9.191,4.524,4.475
2026-09-10,-23.8,-46.6,19.181,1.772,74.266,15.899,16.327,2.074,3.019,10.204,4.18,5.834
2026-09-10,-23.8,-46.5,19.124,1.888,74.518,15.718,16.333,2.076,3.135,10.386,4.195,5.822
2026-09-10,-23.7,-46.8,19.084,2.174,74.351,15.541,16.21,2.099,3.78,10.519,4.453,5.536
2026-09-10,-23.7,-46.5,19.134,2.01,74.69,15.906,15.94,2.092,3.401,10.265,4.497,5.247
2026-09-10,-23.7,-46.4,18.972,1.953,74.839,15.636,16.42,2.133,3.216,10.633,4.312,5.765
2026-09-10,-23.6,-46.8,19.029,1.943,74.068,16.505,14.917,2.055,3.596,9.498,4.72,4.217
2026-09-10,-23.6,-46.4,19.107,1.914,74.559,15.852,15.682,1.976,3.294,9.415,4.413,5.199
2026-09-10,-23.6,-46.3,19.179,1.749,74.192,16.003,15.757,1.999,3.096,9.157,4.318,5.293
2026-09-10,-23.5,-46.8,19.203,1.944,73.731,15.773,15.622,2.036,3.498,9.884,4.456,5.269
2026-09-10,-23.5,-46.7,19.166,1.984,73.811,15.797,15.625,2.043,3.565,9.839,4.48,5.214
2026-09-10,-23.5,-46.6,19.16,2.075,73.931,15.905,15.652,2.035,3.85,9.875,4.574,5.206
2026-09-10,-23.5,-46.4,19.096,1.819,73.692,15.802,16.112,2.079,3.346,9.899,4.493,5.785
2026-09-10,-23.5,-46.3,19.024,1.914,74.137,16.442,15.027,2.017,3.379,9.893,4.703,4.173
2026-09-10,-23.4,-46.8,19.234,1.919,73.641,16.021,15.589,1.986,3.641,9.7,4.455,5.2
2026-09-10,-23.4,-46.7,19.169,1.951,73.986,15.777,15.608,2.021,3.466,9.649,4.451,5.186
2026-09-10,-23.4,-46.6,19.301,1.936,73.589,15.644,16.092,1.995,3.428,9.748,4.431,5.852
2026-09-10,-23.4,-46.5,18.932,1.806,74.239,16.461,15.047,2.055,3.383,9.583,4.812,4.194
2026-09-10,-23.4,-46.4,19.234,1.821,73.428,15.799,16.156,2.027,3.205,10.106,4.487,5.883
2026-09-11,-23.8,-46.8,18.565,1.841,76.499,16.413,14.599,2.044,3.23,8.524,4.466,3.669
2026-09-11,-23.8,-46.7,18.66,1.856,76.276,16.361,14.698,2.055,3.302,8.654,4.352,3.906
2026-09-11,-23.8,-46.6,19.035,1.631,74.945,16.453,15.696,2.024,2.925,9.278,4.331,5.033
2026-09-11,-23.8,-46.5,18.796,1.606,75.537,16.445,15.742,2.111,2.859,9.418,4.442,4.966
2026-09-11,-23.7,-46.8,18.899,1.938,74.805,16.236,15.436,2.082,3.607,9.361,4.611,4.748
2026-09-11,-23.7,-46.5,18.922,1.894,75.196,16.246,15.674,2.028,3.468,9.618,4.538,5.008
2026-09-11,-23.7,-46.4,18.662,1.72,75.979,16.342,15.653,2.127,2.922,9.371,4.499,4.872
2026-09-11,-23.6,-46.8,19.218,1.77,73.631,16.508,15.429,1.952,3.54,9.198,4.641,5.109
