data,latitude,longitude,temperatura_c,precipitacao_mm,umidade_pct,radiacao_mj_m2,vento_kmh,variaveis_reais
2026-03-05,-23.7,-46.8,21.0,1.2,84.0,20.69,13.1,5
2026-03-06,-23.7,-46.8,22.2,1.4,85.0,13.49,9.1,5
2026-03-07,-23.7,-46.8,22.1,13.5,88.0,14.63,16.5,5
2026-03-08,-23.7,-46.8,21.5,8.8,85.0,18.57,13.6,5
2026-03-09,-23.7,-46.8,19.8,6.9,93.0,6.46,13.9,5
2026-03-10,-23.7,-46.8,19.1,16.0,95.0,7.29,8.7,5
2026-03-11,-23.7,-46.8,19.5,27.2,96.0,7.16,8.9,5
2026-03-12,-23.7,-46.8,19.7,38.6,94.0,6.96,13.9,5
2026-03-13,-23.7,-46.8,20.2,5.1,87.0,11.07,11.0,5
2026-03-14,-23.7,-46.8,20.8,0.6,81.0,24.85,8.9,5
2026-03-15,-23.7,-46.8,22.8,1.0,77.0,21.38,9.1,5
2026-03-16,-23.7,-46.8,23.0,0.0,73.0,25.37,12.5,5
2026-03-17,-23.7,-46.8,21.8,0.1,81.0,21.83,14.9,5
2026-03-18,-23.7,-46.8,21.7,8.4,87.0,18.29,11.9,5
2026-03-19,-23.7,-46.8,21.4,15.9,90.0,9.13,10.7,5
2026-03-20,-23.7,-46.8,21.0,0.6,84.0,17.46,12.3,5
2026-03-21,-23.7,-46.8,21.7,0.1,84.0,22.43,15.0,5
2026-03-22,-23.7,-46.8,22.1,0.0,78.0,20.02,11.5,5
2026-03-23,-23.7,-46.8,21.6,0.0,79.0,24.45,13.9,5
2026-03-24,-23.7,-46.8,21.5,0.0,80.0,24.06,14.9,5
2026-03-25,-23.7,-46.8,22.1,2.0,78.0,18.97,16.5,5
2026-03-26,-23.7,-46.8,22.9,7.6,80.0,18.88,8.5,5
2026-03-27,-23.7,-46.8,22.6,0.0,78.0,23.34,15.8,5
2026-03-28,-23.7,-46.8,21.8,0.5,79.0,23.31,16.3,5
2026-03-29,-23.7,-46.8,22.1,0.0,80.0,22.41,12.3,5
2026-03-30,-23.7,-46.8,20.9,0.4,80.0,18.37,13.2,5
2026-03-31,-23.7,-46.8,19.6,16.0,88.0,11.26,9.2,5
2026-04-01,-23.7,-46.8,19.9,12.0,88.0,17.02,12.6,5
2026-04-02,-23.7,-46.8,21.6,15.9,84.0,17.14,14.8,5
2026-04-03,-23.7,-46.8,22.2,0.4,79.0,19.5,13.1,5
2026-04-04,-23.7,-46.8,22.3,6.0,83.0,18.91,10.7,5
2026-04-05,-23.7,-46.8,21.7,0.9,83.0,17.93,13.6,5
2026-04-06,-23.7,-46.8,21.8,0.9,85.0,18.38,13.0,5
2026-04-07,-23.7,-46.8,22.1,2.3,85.0,13.61,9.5,5
2026-04-08,-23.7,-46.8,22.0,1.3,82.0,12.19,20.9,5
2026-04-09,-23.7,-46.8,20.8,3.0,85.0,13.82,13.2,5
2026-04-10,-23.7,-46.8,18.4,2.5,85.0,7.24,11.4,5
2026-04-11,-23.7,-46.8,18.7,0.0,79.0,20.66,14.9,5
2026-04-12,-23.7,-46.8,19.3,0.1,80.0,20.33,13.2,5
2026-04-13,-23.7,-46.8,20.3,0.2,80.0,17.62,13.3,5
2026-04-14,-23.7,-46.8,19.7,0.0,77.0,19.79,15.4,5
2026-04-15,-23.7,-46.8,19.8,0.0,76.0,21.22,13.6,5
2026-04-16,-23.7,-46.8,20.5,0.0,78.0,19.9,13.5,5
2026-04-17,-23.7,-46.8,22.4,0.0,67.0,19.7,9.9,5
2026-04-18,-23.7,-46.8,22.4,2.0,70.0,16.4,16.5,5
2026-04-19,-23.7,-46.8,20.9,0.1,76.0,20.82,13.2,5
2026-04-20,-23.7,-46.8,19.7,0.0,75.0,20.96,11.4,5
2026-04-21,-23.7,-46.8,19.2,0.0,76.0,20.48,13.7,5
2026-04-22,-23.7,-46.8,19.8,0.0,76.0,18.49,12.8,5
2026-04-23,-23.7,-46.8,19.9,0.1,79.0,17.41,13.8,5
2026-04-24,-23.7,-46.8,21.3,0.2,74.0,17.61,11.4,5
2026-04-25,-23.7,-46.8,23.0,0.0,64.0,17.53,17.9,5
2026-04-26,-23.7,-46.8,24.0,0.0,61.0,17.52,20.2,5
2026-04-27,-23.7,-46.8,21.4,13.5,82.0,10.41,13.6,5
2026-04-28,-23.7,-46.8,20.6,11.4,90.0,10.37,9.4,5
2026-04-29,-23.7,-46.8,20.6,13.0,88.0,11.08,11.1,5
2026-04-30,-23.7,-46.8,20.0,4.5,85.0,12.99,13.5,5
2026-05-01,-23.7,-46.8,21.3,0.6,84.0,14.2,10.7,5
2026-05-02,-23.7,-46.8,21.8,0.4,74.0,12.3,16.4,5
2026-05-03,-23.7,-46.8,17.1,1.5,84.0,9.02,17.6,5
2026-05-04,-23.7,-46.8,18.8,1.0,82.0,15.78,10.7,5
2026-05-05,-23.7,-46.8,21.1,0.2,78.0,15.74,10.5,5
2026-05-06,-23.7,-46.8,21.8,0.0,76.0,17.47,11.2,5
2026-05-07,-23.7,-46.8,22.7,0.0,62.0,17.35,15.5,5
2026-05-08,-23.7,-46.8,23.5,0.0,57.0,12.1,22.9,5
2026-05-09,-23.7,-46.8,22.3,0.0,69.0,8.81,19.1,5
2026-05-10,-23.7,-46.8,14.2,11.3,93.0,2.46,11.4,5
2026-05-11,-23.7,-46.8,12.5,0.0,80.0,14.87,6.1,5
2026-05-12,-23.7,-46.8,13.4,0.0,81.0,17.73,8.3,5
2026-05-13,-23.7,-46.8,15.2,0.0,77.0,16.19,6.2,5
2026-05-14,-23.7,-46.8,17.4,0.0,76.0,13.19,10.8,5
2026-05-15,-23.7,-46.8,16.4,9.4,95.0,5.3,8.9,5
2026-05-16,-23.7,-46.8,18.1,5.4,87.0,13.52,12.9,5
2026-05-17,-23.7,-46.8,18.1,6.5,92.0,4.23,13.6,5
2026-05-18,-23.7,-46.8,17.1,3.5,92.0,6.29,12.4,5
2026-05-19,-23.7,-46.8,16.1,2.4,92.0,4.24,8.9,5
2026-05-20,-23.7,-46.8,16.9,10.9,89.0,9.72,7.4,5
2026-05-21,-23.7,-46.8,14.8,1.7,90.0,6.67,12.4,5
2026-05-22,-23.7,-46.8,14.3,1.3,91.0,5.99,11.7,5
2026-05-23,-23.7,-46.8,16.0,12.3,94.0,4.77,9.1,5
2026-05-24,-23.7,-46.8,17.8,36.5,91.0,9.14,12.3,5
2026-05-25,-23.7,-46.8,17.4,0.3,88.0,9.57,10.9,5
2026-05-26,-23.7,-46.8,19.4,1.6,85.0,13.84,13.0,5
2026-05-27,-23.7,-46.8,17.5,1.8,88.0,7.04,11.8,5
2026-05-28,-23.7,-46.8,14.7,0.0,85.0,14.99,11.3,5
2026-05-29,-23.7,-46.8,15.7,0.0,86.0,10.6,11.6,5
2026-05-30,-23.7,-46.8,17.1,0.1,85.0,12.02,10.4,5
2026-05-31,-23.7,-46.8,16.5,0.0,84.0,12.65,11.3,5
2026-06-01,-23.7,-46.8,14.8,0.2,87.0,11.77,12.8,5
2026-06-02,-23.7,-46.8,14.7,0.4,86.0,9.89,12.2,5
2026-06-03,-23.7,-46.8,16.4,0.6,85.0,12.85,12.3,5
2026-06-04,-23.7,-46.8,16.1,0.1,86.0,10.9,13.9,5
2026-06-05,-23.7,-46.8,15.1,0.1,84.0,14.14,12.2,5
2026-06-06,-23.7,-46.8,15.1,0.0,80.0,15.04,9.5,5
2026-06-07,-23.7,-46.8,15.1,0.0,72.0,15.16,7.0,5
2026-06-08,-23.7,-46.8,15.3,0.0,75.0,15.12,9.9,5
2026-06-09,-23.7,-46.8,16.3,0.0,68.0,12.38,12.9,5
2026-06-10,-23.7,-46.8,16.3,4.0,77.0,11.86,12.2,5
2026-06-11,-23.7,-46.8,16.0,8.7,89.0,7.65,12.4,5
2026-06-12,-23.7,-46.8,16.7,3.5,88.0,4.7,24.3,5
2026-06-13,-23.7,-46.8,17.9,1.0,85.0,10.29,18.5,5
2026-06-14,-23.7,-46.8,18.0,3.2,88.0,8.35,15.0,5
2026-06-15,-23.7,-46.8,15.3,26.5,96.0,4.31,10.6,5
2026-06-16,-23.7,-46.8,14.7,0.0,91.0,10.97,9.0,5
2026-06-17,-23.7,-46.8,13.9,0.0,85.0,14.5,10.7,5
2026-06-18,-23.7,-46.8,12.9,0.0,81.0,14.83,11.3,5
2026-06-19,-23.7,-46.8,15.1,0.0,78.0,14.71,12.9,5
2026-06-20,-23.7,-46.8,17.0,6.2,79.0,4.91,18.3,5
2026-06-21,-23.7,-46.8,15.1,0.0,80.0,14.62,9.6,5
2026-06-22,-23.7,-46.8,17.2,0.0,69.0,14.71,18.3,5
2026-06-23,-23.7,-46.8,16.8,29.2,89.0,2.54,17.1,5
2026-06-24,-23.7,-46.8,12.3,15.6,95.0,1.4,10.4,5
2026-06-25,-23.7,-46.8,11.3,2.3,95.0,3.25,11.7,5
2026-06-26,-23.7,-46.8,14.5,0.1,93.0,10.99,7.4,5
2026-06-27,-23.7,-46.8,17.4,0.0,89.0,13.7,6.8,5
2026-06-28,-23.7,-46.8,18.5,0.0,81.0,14.27,11.4,5
2026-06-29,-23.7,-46.8,19.0,0.3,79.0,13.89,11.0,5
2026-06-30,-23.7,-46.8,19.4,0.0,78.0,14.31,14.3,5
2026-07-01,-23.7,-46.8,19.9,0.0,70.0,14.29,13.5,5
2026-07-02,-23.7,-46.8,19.1,0.0,74.0,14.4,13.1,5
2026-07-03,-23.7,-46.8,17.7,0.1,77.0,11.4,13.1,5
2026-07-04,-23.7,-46.8,14.5,0.6,91.0,9.53,11.8,5
2026-07-05,-23.7,-46.8,14.0,0.3,90.0,10.68,9.4,5
2026-07-06,-23.7,-46.8,15.9,0.0,83.0,13.42,11.1,5
2026-07-07,-23.7,-46.8,15.0,1.1,87.0,7.66,12.6,5
2026-07-08,-23.7,-46.8,14.8,0.0,84.0,12.89,7.3,5
2026-07-09,-23.7,-46.8,14.8,0.0,79.0,15.13,5.8,5
2026-07-10,-23.7,-46.8,16.5,0.0,67.0,14.99,14.5,5
2026-07-11,-23.7,-46.8,17.9,1.3,72.0,14.76,18.5,5
2026-07-12,-23.7,-46.8,16.1,7.2,87.0,7.98,20.1,5
2026-07-13,-23.7,-46.8,12.2,0.2,83.0,10.5,13.6,5
2026-07-14,-23.7,-46.8,12.1,0.7,85.0,12.51,14.7,5
2026-07-15,-23.7,-46.8,13.7,0.0,80.0,15.7,6.9,5
2026-07-16,-23.7,-46.8,15.8,0.0,68.0,15.84,8.8,5
2026-07-17,-23.7,-46.8,16.7,0.0,57.0,16.14,13.8,5
2026-07-18,-23.7,-46.8,17.3,0.0,54.0,16.16,21.9,5
2025-07-19,-23.7,-46.5,12.3,0.0,82.0,15.84,11.0,5
2025-07-20,-23.7,-46.5,12.9,0.0,89.0,12.64,12.3,5
2025-07-21,-23.7,-46.5,14.4,0.0,89.0,14.88,12.0,5
2025-07-22,-23.7,-46.5,16.5,0.0,80.0,15.38,14.7,5
2025-07-23,-23.7,-46.5,14.3,0.0,81.0,16.56,12.6,5
2025-07-24,-23.7,-46.5,14.3,2.4,94.0,11.29,13.6,5
2025-07-25,-23.7,-46.5,14.6,1.1,91.0,4.58,7.7,5
2025-07-26,-23.7,-46.5,16.4,0.0,80.0,15.66,10.0,5
2025-07-27,-23.7,-46.5,18.6,0.0,67.0,16.92,23.0,5
2025-07-28,-23.7,-46.5,19.7,0.4,66.0,10.48,35.9,5
2025-07-29,-23.7,-46.5,12.7,1.3,76.0,18.46,11.8,5
2025-07-30,-23.7,-46.5,9.9,0.0,83.0,15.88,12.2,5
2025-07-31,-23.7,-46.5,11.3,0.0,83.0,17.55,12.2,5
2025-08-01,-23.7,-46.5,14.2,0.0,77.0,18.04,12.0,5
2025-08-02,-23.7,-46.5,16.9,0.0,66.0,16.16,14.8,5
2025-08-03,-23.7,-46.5,17.6,0.0,55.0,17.0,21.3,5
2025-08-04,-23.7,-46.5,15.9,0.0,69.0,10.66,13.1,5
2025-08-05,-23.7,-46.5,14.5,1.5,91.0,8.19,12.6,5
2025-08-06,-23.7,-46.5,13.4,6.7,96.0,10.98,15.9,5
2025-08-07,-23.7,-46.5,14.5,0.0,89.0,15.66,11.7,5
2025-08-08,-23.7,-46.5,16.4,1.5,80.0,11.92,18.1,5
2025-08-09,-23.7,-46.5,12.0,2.7,87.0,11.68,12.3,5
2025-08-10,-23.7,-46.5,10.5,1.5,86.0,9.55,14.2,5
2025-08-11,-23.7,-46.5,10.4,0.0,86.0,15.85,13.7,5
2025-08-12,-23.7,-46.5,12.0,0.1,86.0,18.19,12.8,5
2025-08-13,-23.7,-46.5,14.3,0.0,77.0,20.07,11.2,5
2025-08-14,-23.7,-46.5,13.1,0.6,82.0,16.37,16.6,5
2025-08-15,-23.7,-46.5,13.1,1.5,90.0,15.33,15.8,5
2025-08-16,-23.7,-46.5,14.1,0.7,93.0,12.84,13.3,5
2025-08-17,-23.7,-46.5,15.7,0.1,88.0,16.19,12.8,5
2025-08-18,-23.7,-46.5,14.6,0.0,89.0,16.81,14.7,5
2025-08-19,-23.7,-46.5,16.7,0.0,78.0,14.17,19.6,5
2025-08-20,-23.7,-46.5,19.6,0.0,67.0,13.38,22.3,5
2025-08-21,-23.7,-46.5,20.7,0.3,69.0,17.28,16.4,5
2025-08-22,-23.7,-46.5,22.1,0.0,63.0,19.57,14.7,5
2025-08-23,-23.7,-46.5,23.0,0.0,46.0,18.52,21.2,5
2025-08-24,-23.7,-46.5,15.3,3.0,91.0,13.31,15.2,5
2025-08-25,-23.7,-46.5,15.0,0.5,93.0,15.8,15.2,5
2025-08-26,-23.7,-46.5,14.2,1.5,96.0,10.25,13.2,5
2025-08-27,-23.7,-46.5,15.9,2.5,91.0,13.49,12.3,5
2025-08-28,-23.7,-46.5,15.9,1.2,92.0,16.6,15.2,5
2025-08-29,-23.7,-46.5,15.1,1.8,95.0,7.95,12.7,5
2025-08-30,-23.7,-46.5,16.1,1.1,89.0,17.38,14.4,5
2025-08-31,-23.7,-46.5,16.4,0.7,86.0,18.04,15.5,5
2025-09-01,-23.7,-46.5,17.2,1.1,86.0,17.45,14.7,5
2025-09-02,-23.7,-46.5,18.4,0.0,83.0,18.96,15.5,5
2025-09-03,-23.7,-46.5,19.1,0.0,74.0,21.43,18.1,5
2025-09-04,-23.7,-46.5,20.2,0.0,61.0,19.36,15.1,5
2025-09-05,-23.7,-46.5,17.9,1.0,75.0,18.21,17.3,5
2025-09-06,-23.7,-46.5,14.2,5.4,97.0,10.42,15.5,5
2025-09-07,-23.7,-46.5,15.1,1.8,95.0,11.26,13.3,5
2025-09-08,-23.7,-46.5,18.9,0.0,83.0,17.83,15.2,5
2025-09-09,-23.7,-46.5,20.9,0.1,61.0,13.54,31.8,5
2025-09-10,-23.7,-46.5,16.3,0.0,84.0,23.18,13.3,5
2025-09-11,-23.7,-46.5,16.4,0.0,74.0,23.91,10.9,5
2025-09-12,-23.7,-46.5,14.4,0.9,88.0,16.86,15.0,5
2025-09-13,-23.7,-46.5,14.2,0.9,88.0,14.6,16.7,5
2025-09-14,-23.7,-46.5,15.3,0.6,87.0,20.15,18.8,5
2025-09-15,-23.7,-46.5,16.5,0.0,88.0,21.77,14.4,5
2025-09-16,-23.7,-46.5,17.4,1.2,87.0,10.2,10.2,5
2025-09-17,-23.7,-46.5,16.6,2.0,87.0,20.06,20.9,5
2025-09-18,-23.7,-46.5,16.1,1.4,90.0,21.57,14.2,5
2025-09-19,-23.7,-46.5,18.4,0.0,86.0,18.51,13.8,5
2025-09-20,-23.7,-46.5,22.1,0.0,70.0,22.33,17.8,5
2025-09-21,-23.7,-46.5,23.6,3.1,63.0,19.23,28.9,5
2025-09-22,-23.7,-46.5,21.2,1.8,78.0,3.43,35.4,5
2025-09-23,-23.7,-46.5,14.0,2.6,91.0,13.13,19.3,5
2025-09-24,-23.7,-46.5,14.0,3.8,94.0,8.57,18.8,5
2025-09-25,-23.7,-46.5,12.9,3.0,94.0,7.97,18.6,5
2025-09-26,-23.7,-46.5,12.8,2.3,88.0,18.27,17.0,5
2025-09-27,-23.7,-46.5,13.9,0.0,83.0,24.5,14.0,5
2025-09-28,-23.7,-46.5,16.9,0.0,76.0,19.88,16.7,5
2025-09-29,-23.7,-46.5,18.9,0.0,76.0,24.91,13.5,5
2025-09-30,-23.7,-46.5,20.0,0.0,73.0,24.25,11.8,5
2025-10-01,-23.7,-46.5,18.1,0.7,88.0,16.83,13.4,5
2025-10-02,-23.7,-46.5,17.3,0.7,93.0,12.14,13.0,5
2025-10-03,-23.7,-46.5,18.7,0.1,87.0,16.91,14.5,5
2025-10-04,-23.7,-46.5,18.8,3.7,84.0,9.64,13.3,5
2025-10-05,-23.7,-46.5,23.1,0.0,63.0,25.92,17.2,5
2025-10-06,-23.7,-46.5,25.0,0.0,54.0,21.93,16.4,5
2025-10-07,-23.7,-46.5,16.3,11.9,96.0,11.39,23.8,5
2025-10-08,-23.7,-46.5,13.6,8.7,96.0,7.79,22.4,5
2025-10-09,-23.7,-46.5,14.6,3.7,91.0,10.79,15.4,5
2025-10-10,-23.7,-46.5,15.6,28.8,93.0,7.91,16.1,5
2025-10-11,-23.7,-46.5,17.3,6.6,88.0,17.36,12.0,5
2025-10-12,-23.7,-46.5,20.9,1.2,77.0,18.79,17.2,5
2025-10-13,-23.7,-46.5,20.6,7.8,78.0,9.58,25.7,5
2025-10-14,-23.7,-46.5,18.8,0.6,85.0,20.29,17.6,5
2025-10-15,-23.7,-46.5,16.4,1.4,92.0,18.7,14.3,5
2025-10-16,-23.7,-46.5,18.6,0.0,87.0,23.43,16.7,5
2025-10-17,-23.7,-46.5,21.0,5.0,81.0,22.98,12.9,5
2025-10-18,-23.7,-46.5,18.9,31.8,95.0,6.8,28.1,5
2025-10-19,-23.7,-46.5,12.3,17.5,96.0,13.37,34.5,5
2025-10-20,-23.7,-46.5,12.2,1.8,84.0,21.53,20.5,5
2025-10-21,-23.7,-46.5,13.1,0.2,80.0,28.05,18.6,5
2025-10-22,-23.7,-46.5,14.2,0.1,80.0,28.98,17.6,5
2025-10-23,-23.7,-46.5,15.0,0.0,80.0,29.71,15.7,5
2025-10-24,-23.7,-46.5,16.4,0.0,79.0,28.69,14.9,5
2025-10-25,-23.7,-46.5,19.6,0.0,70.0,27.11,17.8,5
2025-10-26,-23.7,-46.5,21.1,0.3,70.0,23.45,17.3,5
2025-10-27,-23.7,-46.5,17.9,3.1,91.0,6.26,8.3,5
2025-10-28,-23.7,-46.5,18.0,15.1,94.0,5.32,9.1,5
2025-10-29,-23.7,-46.5,19.4,20.7,89.0,15.31,23.3,5
2025-10-30,-23.7,-46.5,14.9,12.5,95.0,9.03,20.1,5
2025-10-31,-23.7,-46.5,15.9,20.6,94.0,9.34,12.2,5
2025-11-01,-23.7,-46.5,19.2,0.4,86.0,20.34,13.9,5
2025-11-02,-23.7,-46.5,18.2,20.6,95.0,5.1,23.6,5
2025-11-03,-23.7,-46.5,20.1,17.7,84.0,16.35,21.9,5
2025-11-04,-23.7,-46.5,19.4,1.0,91.0,18.54,15.9,5
2025-11-05,-23.7,-46.5,22.2,0.3,81.0,16.57,23.3,5
2025-11-06,-23.7,-46.5,15.8,4.4,92.0,12.64,20.0,5
2025-11-07,-23.7,-46.5,17.7,0.4,84.0,23.18,18.6,5
2025-11-08,-23.7,-46.5,20.6,8.0,82.0,11.63,36.7,5
2025-11-09,-23.7,-46.5,14.7,4.4,90.0,16.3,24.1,5
2025-11-10,-23.7,-46.5,14.3,1.0,85.0,26.98,16.4,5
2025-11-11,-23.7,-46.5,15.3,0.0,82.0,29.49,16.6,5
2025-11-12,-23.7,-46.5,18.5,0.0,79.0,29.16,15.5,5
2025-11-13,-23.7,-46.5,19.3,5.5,83.0,14.03,9.4,5
2025-11-14,-23.7,-46.5,17.4,1.3,86.0,15.84,12.9,5
2025-11-15,-23.7,-46.5,18.3,0.3,87.0,16.75,12.9,5
2025-11-16,-23.7,-46.5,19.7,25.6,90.0,10.69,18.6,5
2025-11-17,-23.7,-46.5,20.9,22.9,90.0,11.88,20.9,5
2025-11-18,-23.7,-46.5,20.4,16.4,85.0,11.75,26.4,5
2025-11-19,-23.7,-46.5,17.8,0.3,75.0,25.64,17.1,5
2025-11-20,-23.7,-46.5,16.4,0.8,82.0,26.95,17.8,5
2025-11-21,-23.7,-46.5,19.5,0.0,70.0,28.45,15.6,5
2025-11-22,-23.7,-46.5,20.4,1.4,79.0,20.8,13.7,5
2025-11-23,-23.7,-46.5,18.0,5.9,94.0,16.2,13.9,5
2025-11-24,-23.7,-46.5,17.1,15.5,96.0,10.94,19.7,5
2025-11-25,-23.7,-46.5,17.0,1.9,87.0,21.03,17.0,5
2025-11-26,-23.7,-46.5,16.6,0.0,82.0,30.31,16.2,5
2025-11-27,-23.7,-46.5,16.2,0.2,85.0,24.97,17.7,5
2025-11-28,-23.7,-46.5,19.1,0.3,84.0,25.09,15.1,5
2025-11-29,-23.7,-46.5,20.9,0.0,71.0,30.16,13.6,5
2025-11-30,-23.7,-46.5,20.6,0.2,78.0,28.89,12.4,5
2025-12-01,-23.7,-46.5,20.7,0.8,88.0,21.8,16.6,5
2025-12-02,-23.7,-46.5,21.4,14.9,85.0,14.7,14.5,5
2025-12-03,-23.7,-46.5,20.3,5.3,88.0,21.93,16.1,5
2025-12-04,-23.7,-46.5,18.0,1.5,88.0,20.56,17.8,5
2025-12-05,-23.7,-46.5,18.9,0.6,85.0,25.32,16.7,5
2025-12-06,-23.7,-46.5,20.6,0.7,84.0,25.53,13.7,5
2025-12-07,-23.7,-46.5,22.1,1.0,82.0,23.32,12.1,5
2025-12-08,-23.7,-46.5,21.5,18.5,86.0,14.01,14.4,5
2025-12-09,-23.7,-46.5,20.0,20.8,91.0,6.46,31.5,5
2025-12-10,-23.7,-46.5,22.7,1.7,69.0,24.0,39.9,5
2025-12-11,-23.7,-46.5,23.1,0.0,58.0,29.32,26.5,5
2025-12-12,-23.7,-46.5,22.1,9.3,70.0,16.3,19.4,5
2025-12-13,-23.7,-46.5,21.1,24.2,88.0,14.58,22.6,5
2025-12-14,-23.7,-46.5,22.1,4.6,83.0,12.07,23.5,5
2025-12-15,-23.7,-46.5,23.5,2.6,82.0,22.29,16.0,5
2025-12-16,-23.7,-46.5,22.7,26.8,86.0,19.48,26.7,5
2025-12-17,-23.7,-46.5,15.9,22.1,93.0,8.64,33.2,5
2025-12-18,-23.7,-46.5,17.6,0.1,87.0,12.93,14.0,5
2025-12-19,-23.7,-46.5,19.0,1.1,91.0,12.55,13.9,5
2025-12-20,-23.7,-46.5,20.2,0.9,88.0,23.01,16.1,5
2025-12-21,-23.7,-46.5,22.0,0.0,79.0,28.08,16.7,5
2025-12-22,-23.7,-46.5,23.8,0.8,71.0,28.26,17.0,5
2025-12-23,-23.7,-46.5,25.3,1.2,62.0,26.62,15.1,5
2025-12-24,-23.7,-46.5,26.0,2.1,62.0,26.97,11.9,5
2025-12-25,-23.7,-46.5,26.4,1.3,65.0,27.22,9.6,5
2025-12-26,-23.7,-46.5,25.5,0.2,72.0,23.72,11.7,5
2025-12-27,-23.7,-46.5,25.6,8.3,72.0,25.48,12.6,5
2025-12-28,-23.7,-46.5,25.4,0.1,77.0,27.27,12.7,5
2025-12-29,-23.7,-46.5,24.7,8.8,81.0,23.85,10.7,5
2025-12-30,-23.7,-46.5,24.0,29.1,85.0,25.35,10.8,5
2025-12-31,-23.7,-46.5,24.0,16.2,82.0,21.11,15.8,5
2026-01-01,-23.7,-46.5,24.2,0.1,77.0,20.8,21.9,5
2026-01-02,-23.7,-46.5,22.6,7.1,85.0,16.87,22.4,5
2026-01-03,-23.7,-46.5,23.6,0.4,78.0,22.01,18.1,5
2026-01-04,-23.7,-46.5,18.6,14.4,95.0,17.62,16.4,5
2026-01-05,-23.7,-46.5,16.7,6.1,93.0,13.45,20.4,5
2026-01-06,-23.7,-46.5,19.5,1.2,83.0,21.61,13.9,5
2026-01-07,-23.7,-46.5,21.4,8.1,81.0,22.15,14.9,5
2026-01-08,-23.7,-46.5,22.2,32.9,80.0,23.52,15.7,5
2026-01-09,-23.7,-46.5,22.8,2.9,84.0,24.52,13.5,5
2026-01-10,-23.7,-46.5,24.7,17.4,73.0,27.67,14.8,5
2026-01-11,-23.7,-46.5,24.9,5.4,70.0,28.0,17.8,5
2026-01-12,-23.7,-46.5,24.8,2.7,70.0,25.24,15.1,5
2026-01-13,-23.7,-46.5,21.9,4.1,83.0,18.01,17.7,5
2026-01-14,-23.7,-46.5,21.4,21.8,85.0,18.97,14.8,5
2026-01-15,-23.7,-46.5,21.4,18.3,87.0,16.87,15.2,5
2026-01-16,-23.7,-46.5,21.4,14.8,88.0,17.24,13.8,5
2026-01-17,-23.7,-46.5,21.7,8.8,85.0,18.57,17.6,5
2026-01-18,-23.7,-46.5,21.9,15.2,84.0,18.3,21.0,5
2026-01-19,-23.7,-46.5,19.6,53.2,93.0,11.58,30.0,5
2026-01-20,-23.7,-46.5,16.9,7.6,88.0,15.92,23.0,5
2026-01-21,-23.7,-46.5,16.2,2.6,89.0,11.82,16.8,5
2026-01-22,-23.7,-46.5,16.6,15.0,93.0,11.02,15.6,5
2026-01-23,-23.7,-46.5,17.9,7.1,93.0,19.66,16.3,5
2026-01-24,-23.7,-46.5,18.9,7.1,93.0,14.12,15.7,5
2026-01-25,-23.7,-46.5,19.4,6.2,93.0,17.55,13.3,5
2026-01-26,-23.7,-46.5,20.2,3.2,89.0,22.88,13.0,5
2026-01-27,-23.7,-46.5,20.9,3.4,88.0,21.73,11.5,5
2026-01-28,-23.7,-46.5,21.8,6.0,83.0,19.85,15.3,5
2026-01-29,-23.7,-46.5,21.6,10.6,82.0,22.34,13.6,5
2026-01-30,-23.7,-46.5,20.5,13.5,86.0,12.87,19.9,5
2026-01-31,-23.7,-46.5,21.7,1.3,81.0,19.54,18.9,5
2026-02-01,-23.7,-46.5,22.4,2.6,81.0,13.56,25.0,5
2026-02-02,-23.7,-46.5,21.2,8.4,88.0,13.41,18.7,5
2026-02-03,-23.7,-46.5,21.5,21.2,91.0,13.67,17.9,5
2026-02-04,-23.7,-46.5,21.8,10.5,88.0,15.53,19.9,5
2026-02-05,-23.7,-46.5,20.7,4.6,92.0,17.62,15.3,5
2026-02-06,-23.7,-46.5,21.4,6.5,88.0,18.6,14.8,5
2026-02-07,-23.7,-46.5,21.5,18.0,93.0,13.56,12.8,5
2026-02-08,-23.7,-46.5,20.5,8.2,90.0,16.3,16.0,5
2026-02-09,-23.7,-46.5,19.5,10.4,95.0,10.48,8.5,5
2026-02-10,-23.7,-46.5,20.5,8.1,90.0,14.21,19.3,5
2026-02-11,-23.7,-46.5,21.9,7.1,83.0,15.88,25.0,5
2026-02-12,-23.7,-46.5,23.7,2.2,78.0,19.93,17.8,5
2026-02-13,-23.7,-46.5,24.7,6.4,74.0,25.0,12.4,5
2026-02-14,-23.7,-46.5,22.1,1.4,88.0,17.96,14.1,5
2026-02-15,-23.7,-46.5,22.3,0.0,87.0,26.23,13.9,5
2026-02-16,-23.7,-46.5,23.2,2.1,83.0,26.34,12.4,5
2026-02-17,-23.7,-46.5,24.8,1.4,71.0,21.42,12.3,5
2026-02-18,-23.7,-46.5,22.7,5.3,84.0,19.64,12.8,5
2026-02-19,-23.7,-46.5,21.2,5.0,92.0,20.28,13.4,5
2026-02-20,-23.7,-46.5,22.3,0.1,85.0,22.92,15.9,5
2026-02-21,-23.7,-46.5,21.2,13.7,93.0,16.59,15.3,5
2026-02-22,-23.7,-46.5,19.8,18.6,96.0,16.91,16.7,5
2026-02-23,-23.7,-46.5,20.1,16.7,96.0,13.08,14.0,5
2026-02-24,-23.7,-46.5,21.3,3.8,90.0,14.29,13.5,5
